Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
mol_2024_07_09_1750572_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1750572_000_docked.sdf,,exp_22
mol_2024_07_09_1751521_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1751521_000_docked.sdf,,exp_22
mol_2024_07_09_1806203_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1806203_000_docked.sdf,,exp_22
mol_2024_07_09_1801321_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1801321_000_docked.sdf,,exp_22
mol_2024_07_09_1754390_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1754390_000_docked.sdf,,exp_22
mol_2024_07_09_1808013_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1808013_000_docked.sdf,,exp_22
mol_2024_07_09_1804383_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1804383_000_docked.sdf,,exp_22
mol_2024_07_09_1756391_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1756391_000_docked.sdf,,exp_22
mol_2024_07_09_1800220_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1800220_000_docked.sdf,,exp_22
mol_2024_07_09_1805261_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1805261_000_docked.sdf,,exp_22
mol_2024_07_09_1811390_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1811390_000_docked.sdf,,exp_22
mol_2024_07_09_1812161_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1812161_000_docked.sdf,,exp_22
mol_2024_07_09_1758443_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1758443_000_docked.sdf,,exp_22
mol_2024_07_09_1803330_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1803330_000_docked.sdf,,exp_22
mol_2024_07_09_1749031_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1749031_000_docked.sdf,,exp_22
mol_2024_07_09_1757192_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1757192_000_docked.sdf,,exp_22
mol_2024_07_09_1813533_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1813533_000_docked.sdf,,exp_22
mol_2024_07_09_1802311_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1802311_000_docked.sdf,,exp_22
mol_2024_07_09_1807113_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1807113_000_docked.sdf,,exp_22
mol_2024_07_09_1802053_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1802053_000_docked.sdf,,exp_22
mol_2024_07_09_1809423_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1809423_000_docked.sdf,,exp_22
mol_2024_07_09_1810191_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1810191_000_docked.sdf,,exp_22
mol_2024_07_09_1753443_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1753443_000_docked.sdf,,exp_22
mol_2024_07_09_1809201_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1809201_000_docked.sdf,,exp_22
mol_2024_07_09_1800331_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1800331_000_docked.sdf,,exp_22
mol_2024_07_09_1800253_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1800253_000_docked.sdf,,exp_22
mol_2024_07_09_1811122_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1811122_000_docked.sdf,,exp_22
mol_2024_07_09_1809590_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1809590_000_docked.sdf,,exp_22
mol_2024_07_09_1812270_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1812270_000_docked.sdf,,exp_22
mol_2024_07_09_1759322_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1759322_000_docked.sdf,,exp_22
mol_2024_07_09_1814121_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1814121_000_docked.sdf,,exp_22
mol_2024_07_09_1804210_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1804210_000_docked.sdf,,exp_22
mol_2024_07_09_1801100_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1801100_000_docked.sdf,,exp_22
